9.788374E-1	1.473984E+0	1.627223E+0	1.356647E+0	2.283252E+0	9.121308E-1	1.424300E+0	1.701109E+0	4.433111E-1	1.008620E+0	9.260863E-1	9.516739E-1	1.019969E+0	8.112960E-1	1.658824E+0	2.436426E+0	1.556062E+0	6.660269E-1	1.547760E+0	1.374196E+0	4.606443E-1	1.315430E+0	1.180648E+0	9.221658E-1	9.348865E-1	5.495292E-1	5.192366E-1	7.333045E-1	4.963168E-1	3.280744E-1	5.711139E-1	6.790553E-1	4.980721E-1	1.398965E+0	1.255357E+0	1.483905E+0	1.712512E+0	1.016990E+0	3.348280E-1	4.729959E-1	3.673425E-1	1.124591E+0	1.517466E+0	6.702459E-1	1.022729E+0	1.573348E+0	8.228909E-1	6.978585E-1	1.755552E+0	1.714424E+0	4.430388E-1	1.096029E+0	5.311940E-1	1.436017E+0	5.284890E-1	1.273971E+0	2.082394E+0	1.714835E+0	3.015545E-1	2.286646E+0	1.454792E+0	1.303484E+0
7.605866E-1	1.552683E+0	1.608916E+0	6.824689E-1	5.707745E-1	3.422610E-1	9.042533E-1	1.351364E+0	1.030436E+0	1.047874E+0	8.279077E-1	1.442415E+0	1.316780E+0	1.039352E+0	3.817130E-1	1.137993E+0	1.081031E+0	4.442614E-1	7.832167E-1	8.613118E-1	6.985301E-1	4.835099E-1	1.960787E-1	1.179031E+0	1.285028E+0	8.112990E-1	5.990013E-1	3.721029E-1	8.935063E-1	5.269468E-1	7.692948E-1	4.378515E-1	5.367646E-1	5.422659E-1	1.937965E-1	4.455044E-1	1.377774E+0	1.604230E+0	5.863848E-1	5.761186E-1	6.482087E-1	5.280304E-1	6.227897E-1	1.272911E+0	7.538809E-1	8.649898E-1	1.091274E+0	9.049856E-1	2.672189E+0	2.042935E+0	1.119206E-1	8.333683E-1	4.826977E-1	1.465931E+0	1.345895E+0	5.136227E-1	1.517228E+0	5.558519E-1	1.329287E+0	1.442143E+0	6.050566E-1	1.605915E+0
1.178287E+0	1.092234E+0	9.795500E-1	2.148881E+0	1.359037E+0	4.640211E-1	3.515916E-1	3.779838E-1	7.018169E-1	7.675634E-1	5.697966E-1	9.494555E-1	8.844634E-1	1.192506E+0	1.018002E+0	4.457954E-1	1.739833E-1	2.443079E-1	6.995885E-2	7.641549E-1	1.217548E+0	1.022880E+0	7.268319E-1	8.139462E-1	7.173778E-1	1.205130E+0	1.199672E+0	1.288383E-1	9.979023E-1	4.000108E-1	7.389620E-1	7.130945E-1	7.115141E-1	1.282320E+0	8.922474E-1	1.475772E-1	1.355792E+0	1.950600E+0	1.214010E+0	5.466298E-1	1.296005E+0	8.610209E-1	4.404799E-1	1.341139E+0	1.560794E+0	6.144469E-1	8.157262E-1	4.797199E-1	2.446332E+0	2.282215E+0	6.116906E-1	2.086300E+0	1.543952E+0	5.643591E-1	1.367214E+0	1.040953E+0	2.506354E-1	1.539671E+0	2.279918E+0	1.725135E+0	1.353376E+0	1.334382E+0
1.143761E+0	3.799179E-1	1.646998E+0	1.796527E+0	6.783195E-1	1.199474E+0	6.902834E-1	4.006070E-1	3.482539E-1	8.261061E-1	4.134464E-1	5.322988E-1	6.892089E-1	1.097263E+0	1.237247E+0	8.998401E-1	4.435279E-1	1.558206E-1	6.786185E-1	7.103429E-1	5.592118E-1	9.140176E-1	1.140896E+0	7.839102E-1	2.799711E-1	7.782769E-1	2.187870E-1	6.194370E-1	6.779219E-1	3.488582E-1	5.332333E-1	8.863246E-1	6.150690E-1	6.067957E-1	3.175128E-1	4.987639E-1	1.170153E+0	1.446400E+0	1.247732E+0	9.630027E-1	1.311766E+0	9.067061E-1	3.124286E-1	1.106084E+0	1.214026E+0	5.562587E-1	6.188347E-1	5.134319E-1	1.091850E+0	1.641149E+0	1.074378E+0	2.147184E+0	1.476537E+0	1.199685E+0	1.833465E+0	1.231514E+0	1.171764E+0	2.404988E+0	2.287946E+0	1.579130E+0	1.529987E+0	4.600372E-1
4.195101E-1	1.011211E+0	1.608014E+0	5.717730E-1	1.351988E+0	1.838775E+0	1.797439E+0	1.414147E+0	8.781776E-1	2.105915E+0	1.007382E+0	9.621355E-1	1.337158E+0	4.172736E-1	3.215708E-1	3.313252E-1	5.211900E-1	9.879824E-1	1.088057E+0	6.813205E-1	9.078310E-1	9.354501E-2	1.241374E+0	1.073186E+0	9.592032E-1	1.404296E+0	4.791227E-1	8.027110E-1	5.629273E-1	3.480490E-1	9.207942E-1	1.033656E+0	4.595320E-1	4.872373E-1	5.293880E-1	5.906198E-1	9.740471E-1	1.101142E+0	9.411718E-1	6.457631E-1	6.123398E-1	8.581405E-1	8.429371E-1	1.091627E+0	1.162312E+0	7.270109E-1	6.656742E-1	1.146497E+0	9.190621E-1	8.798552E-1	9.447246E-1	1.001814E+0	1.099471E+0	1.231350E+0	9.464194E-1	8.225726E-1	4.683092E-1	1.133570E+0	1.659328E+0	9.484214E-1	2.681043E-1	7.206020E-1
1.066458E+0	1.420511E+0	1.073689E+0	6.137054E-1	1.547554E+0	1.254736E+0	1.654145E+0	2.016013E+0	1.707148E+0	1.800741E+0	9.813255E-1	8.356395E-1	1.606701E+0	1.183565E+0	1.567368E+0	8.195801E-1	8.868332E-1	1.324417E+0	9.146131E-1	6.130045E-1	1.870148E+0	1.316441E+0	5.958107E-1	1.004796E+0	7.339163E-1	4.759254E-1	2.283520E-1	5.765320E-1	5.470148E-1	7.991214E-1	1.306197E+0	8.330959E-1	5.780288E-1	1.375706E+0	9.256808E-1	6.025529E-2	5.796564E-1	3.492977E-1	4.908639E-1	8.845649E-1	4.563551E-1	6.429662E-1	1.167986E+0	8.308688E-1	7.180870E-1	5.555994E-1	5.984344E-1	9.368777E-1	1.246149E+0	1.374074E+0	1.006222E+0	6.453630E-1	4.053122E-1	1.110693E+0	1.382527E+0	4.701782E-1	9.627800E-1	8.716471E-1	4.930330E-1	8.029609E-1	1.246716E+0	1.220199E+0
1.139638E+0	1.481874E+0	5.120430E-1	1.429061E+0	1.793775E+0	8.796706E-1	4.609972E-1	1.304941E+0	1.719098E+0	5.743203E-1	5.303074E-1	5.164068E-1	1.273829E+0	1.282538E+0	1.669750E+0	1.630695E+0	9.848500E-1	3.421070E-1	2.128532E-1	8.778415E-1	1.635934E+0	1.325831E+0	5.514272E-1	5.139235E-1	2.030307E-1	1.194724E+0	1.494015E+0	1.203065E+0	1.617284E+0	1.109559E+0	3.914239E-1	5.206443E-1	1.121787E+0	1.387348E+0	7.876863E-1	3.481003E-1	4.303542E-1	2.707166E-1	9.949223E-1	1.341309E+0	8.271303E-1	4.166496E-1	9.406396E-1	3.823158E-1	8.107331E-2	4.866202E-1	1.067430E+0	9.732696E-1	8.498511E-1	1.206276E+0	1.238316E+0	2.517272E-1	8.852193E-1	6.946550E-1	1.275236E+0	8.931868E-1	6.132113E-1	1.528185E+0	1.090226E+0	3.021529E-1	1.232775E+0	1.314355E+0
4.251109E-1	1.030711E+0	4.523723E-1	1.263833E+0	2.187141E+0	1.102902E+0	3.627058E-1	1.312818E-1	1.088948E+0	1.242522E+0	7.216284E-1	7.225948E-1	6.271678E-1	3.770922E-1	9.184207E-1	1.521474E+0	1.008660E+0	7.359879E-1	8.306958E-1	7.613414E-1	4.494546E-1	1.745151E-1	4.256162E-1	3.490367E-1	6.462250E-1	1.361777E+0	1.414602E+0	1.583207E+0	1.898089E+0	8.974240E-1	4.290967E-1	7.708411E-1	9.459582E-1	1.022802E+0	8.092187E-1	7.033604E-1	5.639323E-1	1.027246E-1	4.272025E-1	7.163086E-1	8.866519E-1	5.279901E-1	2.304397E-1	6.590900E-1	9.202876E-1	5.435834E-1	1.417704E+0	1.173569E+0	8.345933E-1	7.482652E-1	1.632981E+0	1.105657E+0	1.081997E+0	1.370834E+0	6.848874E-1	1.018340E+0	7.254521E-1	1.049352E+0	1.158728E+0	6.505099E-1	3.031692E-1	9.357016E-1
4.639389E-1	2.131107E-1	3.435121E-1	5.080921E-1	1.648005E+0	1.518371E+0	5.476324E-1	1.105141E+0	8.416728E-1	9.846619E-1	6.854740E-1	1.868860E-1	5.107762E-1	8.148939E-1	7.342987E-1	7.951660E-1	9.823971E-1	4.906105E-1	4.961349E-1	5.735561E-1	5.980339E-1	1.207949E+0	1.477495E+0	1.041422E+0	6.482672E-1	4.777026E-1	2.175833E-1	1.304274E+0	1.565599E+0	4.877181E-1	1.129579E+0	8.638517E-1	2.835540E-1	8.382688E-1	9.249129E-1	1.060382E+0	9.138548E-1	4.343310E-1	9.768436E-1	5.360543E-1	5.646429E-1	6.561169E-1	4.205905E-1	1.358501E+0	1.279922E+0	6.858389E-1	1.179702E+0	6.232680E-1	8.896830E-1	1.221420E-1	1.611404E+0	1.595395E+0	5.179433E-1	1.977374E+0	1.290986E+0	5.512324E-1	6.743807E-1	7.512749E-1	6.805473E-1	6.755716E-1	5.180030E-1	6.094643E-1
8.660661E-1	1.129169E+0	2.150405E-1	3.928693E-1	6.947902E-1	1.345673E+0	6.654614E-1	1.518204E+0	1.329076E+0	1.022631E+0	1.270225E+0	5.107569E-1	9.636698E-1	1.001799E+0	7.134946E-1	1.116649E+0	3.226921E-1	9.371860E-1	8.720288E-1	4.146832E-1	9.098160E-1	7.552274E-1	1.832314E+0	1.857779E+0	1.043545E+0	1.617363E-1	8.006459E-1	1.331283E+0	8.733300E-1	4.441192E-1	1.402792E+0	9.847249E-1	7.082187E-1	1.112385E+0	8.844252E-1	9.873536E-1	1.274345E+0	8.493749E-1	1.769486E-1	4.104541E-1	3.754172E-1	6.315004E-1	3.298123E-1	1.150374E+0	7.545722E-1	3.272342E-1	4.559275E-1	7.134289E-1	1.314793E+0	5.649878E-1	1.221355E+0	1.797816E+0	7.707056E-1	4.159572E-1	6.426005E-1	5.383378E-1	8.021115E-1	8.624537E-1	1.682797E-1	7.057986E-1	8.034110E-1	1.159079E+0
8.962612E-1	1.232289E+0	4.969682E-1	9.331810E-1	6.549241E-1	8.545951E-1	1.825230E-1	1.824720E+0	2.326819E+0	1.794129E+0	1.427195E+0	8.685064E-1	9.047003E-1	1.123673E+0	1.601610E+0	8.510578E-1	8.529031E-1	1.569294E+0	7.120099E-1	4.987537E-1	2.119470E-1	1.038542E+0	2.112153E+0	2.050292E+0	5.951417E-1	1.238973E+0	1.680493E+0	1.158110E+0	1.396188E+0	1.136245E+0	1.222160E+0	6.628518E-1	7.383957E-1	1.217788E+0	7.327699E-1	5.293983E-1	1.055391E+0	1.443812E+0	1.313930E+0	8.327320E-1	4.780893E-1	9.365194E-1	4.249418E-1	5.950334E-1	8.422340E-1	5.385982E-1	5.335670E-1	9.794693E-1	8.262840E-1	7.844619E-1	1.062998E+0	1.522530E+0	1.780174E+0	1.446154E+0	5.312917E-1	6.915600E-1	1.451501E+0	9.011820E-1	4.196331E-1	8.039558E-1	7.597310E-1	1.247086E+0
5.361422E-1	4.182431E-1	9.432554E-1	1.565211E+0	9.026273E-1	6.705815E-1	2.674908E-1	1.188962E+0	1.648939E+0	1.372751E+0	8.122043E-1	3.403969E-1	4.399123E-1	9.912144E-1	1.033459E+0	5.845482E-1	8.945510E-1	5.258002E-1	3.353664E-1	7.317939E-1	7.051622E-1	1.083738E+0	1.377701E+0	1.190533E+0	2.630937E-1	2.316242E+0	2.888632E+0	1.064268E+0	1.795294E+0	1.302935E+0	8.647708E-1	1.074599E+0	1.279110E-1	6.237400E-1	5.682859E-1	3.242666E-1	2.943776E-1	4.908433E-1	1.202230E+0	1.041247E+0	5.158754E-1	1.110240E+0	7.504723E-1	5.099213E-1	9.027039E-1	8.711765E-1	6.532191E-1	1.958735E-1	7.478954E-1	8.702173E-1	2.291527E-1	9.952180E-1	1.884125E+0	2.117999E+0	1.134700E+0	6.839205E-1	1.123445E+0	7.002677E-1	1.120896E+0	1.135126E+0	5.923247E-1	4.951243E-1
8.977078E-1	4.705828E-1	1.689430E+0	2.025931E+0	1.156450E+0	3.973243E-1	6.376839E-1	8.642108E-1	3.612604E-1	5.299518E-1	2.417182E-1	8.351840E-1	1.014272E+0	8.164039E-1	7.124992E-1	1.389338E+0	1.309890E+0	1.024815E+0	6.711311E-1	6.649426E-1	8.773960E-1	7.403308E-1	1.160634E+0	5.414261E-1	7.687112E-1	1.546599E+0	1.731177E+0	9.241281E-1	1.502899E+0	9.871071E-1	5.055042E-1	6.725115E-1	1.049086E+0	8.155955E-1	4.712191E-1	8.790878E-1	5.435143E-1	9.386073E-1	4.449166E-1	1.383906E-1	3.990770E-1	7.162939E-1	4.956286E-1	3.712290E-1	6.126501E-1	9.207768E-1	5.309297E-1	7.054155E-1	1.345173E+0	8.187543E-1	9.431972E-1	4.736691E-1	1.684745E+0	2.352343E+0	1.306138E+0	1.501780E+0	9.246279E-1	6.348004E-1	1.392156E+0	1.673036E+0	1.131972E+0	6.853897E-1
