1.978715E+0	2.196344E+0	2.851008E+0	2.572922E+0	1.603910E+0	3.624794E+0	1.157702E+0	1.979721E+0	1.254064E+0	2.537290E+0	2.078546E+0	1.258833E+0	2.938427E+0	3.939604E+0	1.834711E+0	6.678223E-1	2.764402E+0	4.578015E+0	3.221595E+0	6.001142E-1	3.056148E+0	4.070561E+0	3.011889E+0	2.426014E+0	1.460122E+0	1.758843E+0	2.587225E+0	2.115130E+0	2.439789E+0	2.611247E+0	9.835095E-1	2.070123E+0	1.312312E+0	1.085125E+0	3.301370E+0	2.562875E+0	5.141253E+0	3.531654E+0	3.774033E+0	6.619878E-1	2.301061E+0	4.374279E+0	1.360061E+0	3.048249E+0	4.513556E+0	5.226673E-1	2.088926E+0	2.201447E+0	5.649926E-1	1.122829E+0	2.353370E+0
1.205523E+0	7.531716E-1	2.027352E+0	1.404081E+0	3.422742E+0	2.646420E+0	1.776344E+0	1.054846E+0	2.430224E+0	2.621520E+0	2.273089E+0	1.656640E+0	2.781243E+0	1.596132E+0	5.244396E-1	3.927862E+0	4.873408E-1	2.077126E+0	1.291412E+0	1.737488E+0	1.127687E+0	1.402966E+0	3.164415E-1	1.476075E+0	4.087805E+0	3.171852E+0	2.936522E+0	1.790136E+0	1.419934E+0	2.151067E+0	2.709741E+0	7.736275E-1	2.080060E+0	1.884030E+0	2.091127E+0	1.421701E+0	2.362922E+0	9.480896E-1	2.382940E+0	2.566711E+0	2.285157E+0	1.992298E+0	1.199640E+0	2.390470E+0	4.354093E+0	1.484449E+0	4.675994E+0	3.466953E+0	4.374886E+0	4.871960E-1	5.880890E-1
3.193576E+0	2.881933E+0	1.399786E+0	1.214203E+0	1.975440E+0	1.283458E+0	2.025746E+0	1.546104E+0	1.913161E+0	6.806283E-1	6.796681E-1	3.476967E+0	1.350234E+0	1.867151E+0	2.253397E+0	3.744148E+0	1.616928E+0	1.826327E+0	2.670419E+0	1.717503E+0	3.142746E+0	1.833872E+0	1.442761E+0	3.271037E+0	3.724527E+0	2.661730E+0	4.903972E+0	9.248947E-1	2.376231E+0	1.866254E+0	1.196759E+0	1.418099E+0	2.609183E+0	5.804414E+0	2.562721E+0	4.093170E+0	3.339425E+0	2.542053E+0	2.623259E+0	2.744948E+0	2.445551E+0	1.487972E+0	4.160895E+0	6.736036E-1	2.017188E+0	8.657225E-1	4.165799E+0	2.286072E+0	3.218634E+0	2.052802E-1	2.182882E+0
3.268167E+0	2.383822E+0	1.818281E+0	1.373399E+0	1.094401E+0	2.395057E+0	1.625104E+0	1.126909E+0	1.087541E+0	2.384174E+0	3.215188E+0	2.802532E+0	2.416093E+0	3.508417E+0	1.435492E+0	2.444131E+0	1.481455E+0	4.792417E+0	3.733442E+0	1.634804E+0	2.052509E+0	2.855485E+0	1.647350E+0	2.993012E+0	4.295494E+0	2.311225E+0	3.392719E+0	4.113436E+0	2.303960E+0	2.133578E+0	4.620317E+0	6.403864E-1	3.623911E+0	5.642056E+0	3.182423E+0	2.522519E+0	2.568983E+0	5.284826E-1	2.158674E+0	9.779117E-1	1.419744E+0	4.733398E+0	4.244394E+0	2.068743E+0	1.845462E+0	2.390383E+0	2.780921E+0	4.203681E+0	7.633683E-1	1.846241E+0	2.482889E+0
8.853991E-1	1.060308E+0	2.213219E+0	1.107678E+0	1.087259E+0	1.173387E+0	1.436346E+0	2.989823E+0	1.247382E+0	2.642853E+0	3.956498E+0	2.786822E+0	2.745866E+0	6.488670E+0	4.114291E+0	6.446420E-1	3.099251E+0	4.381431E+0	3.857468E+0	7.736002E-1	3.875700E+0	2.520422E+0	3.758601E+0	4.670950E+0	2.777414E+0	5.191623E+0	1.676294E+0	4.492833E+0	4.529577E-1	4.902557E+0	5.106887E+0	6.427789E-1	2.773759E+0	1.796049E+0	4.457714E-1	1.627911E+0	2.934812E+0	3.685688E+0	2.983227E+0	4.180075E+0	2.487442E+0	3.118326E+0	6.886722E-1	2.458602E+0	3.297915E+0	1.277537E+0	4.109229E+0	3.242269E+0	2.098341E+0	3.847906E+0	6.270160E-1
1.446489E+0	3.563503E-1	1.367201E+0	1.582893E+0	2.141821E-1	3.146429E+0	9.611063E-1	3.881588E+0	2.502101E+0	2.247964E+0	1.871933E+0	2.259314E+0	3.197606E+0	3.572393E+0	4.036074E+0	4.568279E+0	1.850482E+0	7.659312E-1	2.472001E+0	1.538594E+0	4.355107E+0	2.117657E+0	1.875012E+0	2.511393E+0	1.920577E+0	5.486353E+0	6.231247E-1	1.710970E+0	2.537153E+0	2.814540E+0	2.765585E-1	5.524235E-1	1.591665E+0	2.440215E+0	1.743372E+0	2.893503E+0	2.573299E+0	2.712695E+0	1.374131E+0	2.636351E+0	2.074156E+0	2.965745E+0	2.831420E+0	1.254558E+0	2.011410E+0	8.131046E-1	2.945570E+0	2.149032E+0	1.370086E+0	5.340246E+0	1.081973E+0
1.549594E+0	9.856431E-1	6.296804E-1	3.208810E+0	1.502845E+0	1.439473E+0	1.214265E+0	3.890218E+0	1.401414E+0	2.493297E+0	1.800221E+0	1.434573E+0	1.879579E+0	2.907505E+0	5.600914E-1	4.806323E+0	6.383936E-1	3.223636E+0	4.775378E+0	2.127720E+0	2.999244E+0	2.157131E+0	2.916372E+0	2.827381E+0	3.387203E+0	3.274505E+0	2.376865E+0	2.004168E+0	1.981474E+0	3.277944E+0	3.301412E+0	2.065166E+0	1.429647E+0	6.046659E-1	6.208438E-1	1.031944E+0	4.400338E+0	1.558630E+0	1.994053E+0	2.257872E+0	7.435650E-1	3.880234E+0	1.661107E+0	5.598606E-1	2.713618E+0	1.176564E-1	8.177625E-1	3.667016E+0	2.608282E+0	3.976253E+0	2.432253E+0
1.825739E+0	4.963235E-1	1.489905E+0	1.357863E+0	2.090150E+0	2.183584E+0	1.263311E+0	2.209131E+0	3.061817E+0	8.643731E-1	3.836776E+0	3.079830E+0	1.284969E+0	3.222456E+0	3.118433E+0	1.308087E+0	2.915451E+0	1.679872E+0	2.591364E+0	3.710601E+0	4.349921E+0	1.952706E+0	5.045050E+0	4.129554E+0	1.739611E+0	1.207769E+0	1.361062E+0	1.907495E+0	1.539642E+0	5.003695E+0	9.761659E-1	5.058953E+0	4.713678E+0	4.391512E+0	1.744860E+0	1.764681E+0	3.738280E+0	2.276133E+0	1.875452E+0	3.632861E+0	2.396275E+0	2.274011E+0	1.899686E+0	2.269754E+0	2.983384E+0	2.923208E+0	3.420204E+0	5.284321E-1	1.921789E+0	2.603097E-1	2.416581E+0
3.089164E+0	1.832569E+0	5.231851E-1	1.228300E+0	1.521469E+0	2.570694E+0	1.119622E+0	1.493986E+0	4.465682E+0	1.380684E+0	2.103151E+0	1.862018E+0	1.631711E+0	2.949749E+0	2.726204E+0	1.504996E+0	3.736151E+0	1.472842E+0	1.988602E+0	2.771851E+0	2.905807E+0	1.494445E+0	2.898657E+0	2.866509E+0	2.367579E+0	1.867532E+0	5.003950E-1	8.944122E-1	1.940248E+0	1.528775E+0	3.911394E+0	5.497714E+0	5.667927E+0	3.757650E+0	2.092179E+0	1.783610E+0	2.293494E-1	8.817079E-1	9.738238E-1	3.026504E+0	2.833199E+0	1.840600E+0	2.957709E+0	3.114220E+0	7.131259E-1	3.543622E+0	2.784271E+0	4.243568E+0	1.117117E-1	2.740174E+0	1.188603E+0
2.126363E+0	2.814679E+0	7.811675E-1	5.229966E-1	1.127125E+0	2.869114E+0	1.350817E+0	1.053459E+0	3.058208E+0	2.637708E+0	1.966044E+0	1.536536E+0	5.139006E-1	4.013699E+0	1.405261E+0	1.690875E+0	1.716088E+0	1.477537E+0	3.535061E+0	2.116167E+0	2.947292E+0	2.296070E+0	1.758203E+0	4.111414E+0	4.044856E+0	2.262411E+0	1.446665E+0	2.025616E+0	2.208552E+0	3.153699E+0	3.693743E+0	2.573912E+0	3.660957E+0	1.176018E+0	2.590905E+0	2.319417E+0	1.989964E+0	2.555960E+0	2.630282E+0	3.127748E+0	2.922488E+0	1.993787E+0	3.195077E+0	2.295931E+0	2.229241E+0	6.691507E-1	7.330240E-1	3.744056E+0	8.999000E-1	2.505955E+0	4.528758E+0
