1.935443E+0	2.394562E+0	6.357632E-1	1.622565E+0	1.905506E+0	1.309664E+0	1.651252E+0	1.985266E+0	1.664161E+0	7.279457E-1	3.236154E-1	4.619566E-1	2.884175E-1	9.378850E-1	1.839087E+0	1.582742E+0	7.216960E-1	7.984809E-1	8.927150E-1	8.559710E-1	4.410936E-1	2.370877E-1	1.015484E+0	1.249138E+0	2.234423E+0	2.935236E+0	2.266868E+0	1.422476E+0	1.189370E+0	3.582674E-1	1.347081E+0	1.391772E+0	1.062116E+0	2.160068E+0	3.360225E-1	1.992565E+0	2.743307E+0	3.219193E+0	1.667557E+0	2.443032E+0	3.162306E+0	1.075100E+0	5.323854E-1	2.614012E-1	1.244717E+0	1.170186E+0	1.075213E+0	1.875204E+0	1.889646E+0	1.664770E+0	1.050188E+0	7.009266E-1	6.816365E-1	1.774082E+0	2.013020E+0	2.719166E+0	2.219656E+0	1.389782E-1	1.278965E+0	1.374992E+0	2.412016E+0	2.175111E+0	2.197575E+0	1.142417E+0	1.196992E+0	2.131520E+0	1.643535E+0	7.405608E-1	9.778141E-1	1.332743E+0	1.288178E+0	1.105900E+0	1.648570E-1	1.005963E+0	8.560536E-1	5.606761E-1	1.336135E+0	3.195369E-1	1.513121E+0	2.442599E+0	1.893726E+0	1.233030E+0	1.321098E+0	1.338643E+0	2.513494E-1	1.432639E+0	1.376030E+0	1.082434E+0	2.468822E+0	2.546598E+0	2.372159E+0	1.623607E+0	1.150722E+0	1.798324E+0	1.964409E+0	7.654226E-1	9.587548E-1	1.194678E+0	1.553269E+0	5.384961E-1	2.519543E+0	2.424119E+0
2.472871E+0	7.629308E-1	2.065596E+0	1.919622E+0	1.409432E+0	1.272296E+0	1.930070E+0	2.157434E+0	7.596097E-1	2.456262E+0	2.306174E+0	7.568302E-1	2.392345E+0	3.010226E+0	1.479813E+0	8.908778E-1	2.282548E-1	9.772844E-1	1.520900E+0	1.317596E+0	3.922892E-1	6.113142E-1	6.616776E-1	4.912165E-1	1.194421E+0	1.454511E+0	1.069185E+0	1.697584E+0	1.365222E+0	1.808956E-1	3.220681E-1	1.084483E+0	1.608173E+0	9.401700E-1	3.679986E-1	1.044778E+0	2.126355E+0	2.469046E+0	1.784515E+0	7.738627E-1	7.882721E-1	1.657584E+0	1.290158E+0	2.765046E-1	4.267923E-1	6.651767E-1	8.762349E-1	6.870460E-1	6.379800E-1	1.367982E+0	1.400013E+0	1.055699E+0	5.921293E-1	1.931368E+0	1.195771E+0	2.010685E+0	2.501862E+0	5.460836E-1	1.124963E+0	2.090922E-1	1.400715E+0	1.312285E+0	9.709014E-1	1.639253E+0	1.965773E+0	1.115331E+0	1.197642E+0	1.224073E+0	1.159607E+0	3.074961E-1	1.704544E+0	1.753522E+0	1.396433E+0	9.223886E-1	3.759582E-1	1.548696E-1	3.017669E-1	6.495923E-1	1.213186E+0	1.040696E+0	9.180272E-1	1.251148E+0	1.360099E+0	1.703875E+0	1.952739E+0	1.217418E+0	2.081185E+0	1.797792E+0	1.336974E+0	1.251221E+0	9.580576E-1	2.883616E+0	2.498397E+0	1.162509E+0	1.046512E+0	1.455126E+0	4.470052E-1	2.517557E+0	1.795224E+0	1.813727E+0	1.556363E+0	1.486589E+0
1.825637E+0	5.165248E-1	1.719426E+0	1.629968E+0	5.425935E-1	6.345852E-1	1.673706E-1	1.129721E+0	2.615876E+0	3.179859E+0	1.861914E+0	4.690383E-1	2.387867E+0	2.292577E+0	5.149525E-1	9.877499E-1	3.996906E-1	6.281600E-1	7.399797E-1	7.239294E-1	3.708897E-1	1.581128E+0	1.504708E+0	5.526237E-1	1.636601E+0	2.387020E+0	1.428252E+0	1.069624E+0	1.889139E+0	1.316689E+0	2.896677E+0	2.188949E+0	6.050126E-1	1.626708E+0	2.800678E-1	1.769316E+0	5.550450E-1	1.137321E+0	5.431003E-1	1.624443E+0	1.726600E+0	1.165871E+0	7.948449E-1	1.726459E+0	2.509814E+0	1.809835E+0	2.123933E+0	1.772425E+0	7.851473E-1	1.004141E+0	1.185987E+0	1.435756E+0	1.459419E-1	2.080527E+0	2.220563E+0	1.364934E+0	1.157494E+0	1.172070E+0	1.465755E+0	1.206613E+0	6.800810E-1	1.307261E+0	1.309381E+0	7.139469E-1	1.159767E+0	6.465137E-1	3.509701E-1	5.914994E-1	9.231094E-1	1.470113E+0	1.556616E+0	8.419119E-1	1.147968E+0	1.372200E-1	1.323944E+0	1.031048E+0	9.338915E-1	1.872426E+0	2.407939E+0	1.888183E+0	8.962122E-1	3.786532E-1	1.638149E+0	1.933265E+0	9.929778E-1	5.895117E-1	1.752052E+0	1.399687E+0	1.241994E+0	1.180141E+0	4.741278E-1	1.665984E+0	1.698514E+0	1.167727E+0	1.378955E+0	1.647461E+0	1.561952E+0	8.187318E-1	1.884994E+0	1.831316E+0	1.038479E+0	1.639948E+0
6.471253E-1	7.046027E-1	9.888754E-2	8.316270E-1	1.018420E+0	1.095828E+0	9.898193E-1	5.604843E-1	5.256726E-1	1.282912E+0	1.231693E+0	7.644682E-1	2.904771E+0	2.595195E+0	1.077113E+0	1.930473E+0	1.342444E+0	1.504057E+0	1.143439E+0	1.568430E+0	8.297425E-1	1.335956E+0	2.422856E+0	1.900874E+0	1.806231E+0	1.522786E+0	6.161483E-1	1.001709E+0	1.629375E+0	8.221563E-1	1.020116E+0	7.110455E-1	1.449894E+0	2.139447E+0	3.503772E-1	1.415033E+0	1.375798E+0	2.880963E+0	1.663393E+0	2.130586E+0	2.254929E+0	4.840037E-1	2.326738E+0	2.156539E+0	1.854421E+0	1.117786E+0	5.995183E-1	8.618917E-1	1.904968E-1	3.215886E-1	1.186125E+0	1.395955E+0	1.577979E+0	3.385434E+0	2.799918E+0	7.543968E-1	1.750471E+0	9.289313E-1	1.153817E+0	1.101543E+0	2.139203E+0	2.157570E+0	1.013836E+0	1.510956E+0	2.695979E+0	2.373745E+0	1.475993E+0	4.854774E-1	7.888222E-1	4.885920E-1	1.599099E+0	1.066808E+0	8.776174E-1	1.020166E+0	1.527804E+0	1.641071E+0	9.058215E-1	1.964772E+0	1.315880E+0	2.766229E-1	8.430814E-1	5.932332E-1	1.418630E+0	1.528083E+0	4.522841E-1	1.312102E+0	1.244286E+0	2.014665E+0	1.451014E+0	7.354128E-1	9.924966E-1	1.393530E+0	1.362404E+0	1.309885E+0	9.411605E-1	3.565535E-1	1.357894E+0	9.172247E-1	2.922272E-1	2.332465E-1	1.335127E+0	1.528549E+0
6.124874E-1	8.069988E-1	8.859538E-1	1.422595E+0	2.204517E+0	1.933503E+0	1.314667E+0	1.084997E+0	8.686056E-1	1.400228E+0	9.348548E-1	1.779921E+0	2.443910E+0	1.650591E+0	1.023226E+0	8.697681E-1	4.971764E-1	2.874492E-1	8.973464E-1	7.124531E-1	3.471907E-1	1.047749E+0	2.205614E+0	2.305022E+0	1.280150E+0	7.130506E-1	7.510687E-1	1.596098E+0	1.275377E+0	3.649103E-1	5.456023E-1	7.679061E-1	1.655757E+0	1.484282E+0	1.371685E+0	1.878162E+0	2.255043E+0	1.188442E+0	8.768356E-1	1.285744E+0	9.567249E-1	1.242129E+0	1.223047E+0	9.065884E-1	7.090791E-1	6.636384E-1	9.261066E-1	1.390910E+0	3.622868E-1	2.210461E+0	2.635939E+0	3.157724E+0	3.113005E+0	3.117022E+0	2.415944E+0	1.066499E+0	2.254845E+0	1.577320E+0	2.238470E+0	7.901571E-1	2.422058E+0	2.068749E+0	1.402173E+0	2.019740E+0	2.559492E+0	9.878148E-1	1.787732E+0	1.828134E+0	8.460445E-1	1.349582E+0	1.003919E+0	1.323656E+0	3.767925E-1	7.758465E-1	8.360051E-1	6.193369E-1	8.145988E-1	8.651573E-1	4.677030E-1	6.603807E-1	1.046011E+0	1.086998E+0	9.424603E-1	6.289989E-1	2.904586E-1	8.129889E-1	1.866040E+0	2.108210E+0	6.131514E-1	1.894116E+0	1.410659E+0	7.236616E-1	1.412806E+0	1.947367E-1	1.262413E+0	7.665699E-1	4.649476E-1	9.542737E-1	1.303449E+0	1.619537E+0	1.929411E+0	1.652362E+0
1.196084E+0	8.163455E-1	2.123766E+0	2.715727E+0	1.981986E+0	4.282495E-1	1.460614E+0	2.001867E+0	2.323781E+0	1.283606E+0	1.650939E+0	1.677670E+0	1.345569E+0	1.503493E+0	1.488315E+0	2.243557E+0	2.684760E+0	1.888364E+0	4.800139E-1	2.396786E-1	2.240435E-1	1.835696E-1	1.835099E-1	3.217752E-1	1.643287E-1	5.283171E-1	7.887533E-1	8.231048E-1	1.165592E+0	1.108631E+0	1.076218E+0	1.886694E+0	2.714401E+0	2.098436E+0	1.228098E+0	1.468004E+0	1.309845E+0	1.117279E+0	3.228550E-1	1.119087E+0	1.237128E+0	7.103051E-1	8.601976E-1	1.024918E+0	7.434798E-1	1.644062E+0	1.752129E+0	5.917126E-1	9.510554E-1	1.334526E+0	9.261949E-1	1.413283E+0	2.306780E+0	2.766038E+0	1.705350E+0	5.031617E-1	1.618610E+0	1.503756E+0	9.820370E-1	5.838970E-1	2.212748E+0	2.153318E+0	1.111054E+0	7.754876E-1	8.581231E-1	3.979340E-1	1.188561E+0	1.568686E+0	4.761891E-1	1.224974E+0	1.055974E+0	1.717248E+0	6.789164E-1	2.424666E+0	1.957506E+0	8.172956E-1	1.377012E+0	1.700100E+0	1.464864E+0	1.764118E+0	2.057432E+0	2.251739E+0	1.410732E+0	6.582144E-1	1.255906E+0	1.173279E+0	2.331969E+0	1.730978E+0	1.494088E+0	1.786623E+0	1.322645E+0	7.964175E-1	1.819323E-1	7.110038E-1	8.505444E-1	5.242773E-1	1.176679E+0	1.039188E+0	2.221474E+0	2.709468E+0	1.799738E+0	5.814527E-1
1.814075E+0	9.985353E-1	5.085782E-1	1.232483E+0	1.039631E+0	5.316044E-1	9.394873E-1	1.849485E+0	1.189122E+0	3.558826E-1	1.192432E+0	1.466354E+0	4.689320E-1	8.897589E-1	1.180686E+0	9.249044E-1	1.199398E+0	1.559627E+0	1.237684E+0	2.538197E-1	7.718147E-1	4.529085E-1	1.199366E+0	1.928755E+0	1.306717E+0	1.396001E+0	1.020250E+0	1.157245E+0	9.346322E-1	8.992857E-1	1.173323E+0	1.830316E+0	3.218951E+0	3.913791E+0	3.418772E+0	2.478894E+0	1.624803E+0	8.700088E-1	9.410485E-1	2.151559E+0	1.692991E+0	1.106973E+0	1.074883E+0	1.485694E+0	1.865804E+0	1.016875E+0	1.190609E+0	1.598045E+0	7.078056E-1	1.354633E+0	4.190948E-3	1.899315E+0	1.916633E+0	1.725172E+0	1.706711E+0	1.365530E+0	1.819041E+0	7.059144E-1	8.391525E-1	1.541144E+0	2.022046E+0	1.839537E+0	1.468103E+0	1.320399E+0	1.189786E+0	1.413568E+0	1.767051E+0	9.016556E-1	6.387583E-1	1.006153E+0	2.091372E+0	2.848300E+0	2.541648E+0	3.001158E+0	2.602316E+0	2.055926E+0	1.979523E+0	1.576827E+0	2.680856E-1	1.521917E+0	2.976112E+0	3.065583E+0	1.369002E+0	1.342653E+0	1.315395E+0	5.405435E-1	2.484965E-1	1.095834E+0	1.482537E+0	1.248162E+0	1.001534E+0	9.143566E-1	3.665521E-1	5.977038E-1	5.786294E-1	1.453961E+0	1.624860E+0	1.487335E+0	1.119725E+0	1.227949E+0	1.021092E+0	4.462258E-1
7.517927E-1	5.286297E-1	9.042229E-1	1.323336E+0	9.493644E-1	9.210093E-1	2.569702E+0	4.137993E+0	3.785144E+0	1.886350E+0	3.448644E-1	5.382398E-1	1.248519E+0	1.443441E+0	1.278314E+0	1.275271E+0	7.075888E-1	9.707959E-1	2.190777E+0	1.742144E+0	4.173156E-1	8.394608E-1	2.016022E+0	2.015635E+0	3.692760E-1	2.149955E+0	2.656206E+0	1.624586E+0	3.639441E-1	1.039722E+0	8.057504E-1	1.922312E+0	2.140428E+0	2.086760E+0	2.666444E+0	2.358548E+0	4.754588E-1	1.692089E+0	1.843848E+0	1.389675E+0	1.733496E+0	2.060892E+0	1.996942E+0	1.738753E+0	2.364128E+0	2.417165E+0	2.006393E+0	2.023905E+0	6.015549E-1	1.249263E+0	1.269907E+0	1.185977E+0	9.458133E-1	1.118302E+0	1.742697E+0	2.085702E+0	1.770889E+0	1.059006E+0	1.204735E+0	3.060664E+0	2.460158E+0	7.336131E-1	1.323962E+0	1.695132E+0	1.973837E+0	1.963093E+0	2.055948E+0	1.796718E+0	8.941154E-1	4.392508E-1	1.891861E+0	2.783199E+0	2.395053E+0	1.452435E+0	1.220631E+0	2.007616E+0	2.511464E+0	1.974539E+0	7.368006E-1	1.138592E+0	1.316832E+0	1.019271E+0	1.957576E+0	2.028550E+0	1.689090E+0	1.471662E+0	2.090562E-1	1.697319E+0	2.537538E+0	1.539508E+0	3.491368E-1	1.060344E+0	1.836311E-1	1.541813E+0	1.810119E+0	1.326329E+0	1.242597E+0	4.439385E-1	9.471250E-1	1.100326E+0	3.215551E-1	1.294259E+0
4.539437E-1	4.023684E-1	1.305689E+0	1.194454E+0	8.439462E-1	1.852014E+0	2.067120E+0	2.890223E+0	3.188182E+0	2.390009E+0	1.252244E+0	7.116905E-1	1.027059E+0	5.968481E-1	1.070326E+0	1.167819E+0	6.503504E-1	3.852958E-1	2.079574E+0	2.466117E+0	1.037573E+0	5.663452E-1	8.064526E-1	1.075532E+0	1.138090E+0	1.154987E+0	4.121363E-1	7.957118E-1	2.689926E-1	8.486128E-1	6.836708E-1	7.046333E-1	1.096359E+0	1.979448E+0	1.778531E+0	2.775883E+0	3.036072E+0	2.547369E+0	2.154687E+0	1.019047E+0	5.605379E-1	1.150100E+0	5.336919E-1	7.075412E-1	2.638725E-1	1.713281E+0	2.014463E+0	1.383587E+0	1.831925E+0	2.169887E+0	1.689360E+0	1.249693E+0	1.159434E+0	8.804865E-1	8.679547E-1	1.524685E+0	2.160389E+0	1.762117E+0	8.502068E-1	7.454702E-1	5.645491E-1	1.230223E+0	8.435339E-1	1.017732E+0	1.886762E+0	2.199412E+0	2.964545E+0	2.821123E+0	6.235998E-1	2.186267E+0	2.622307E+0	1.410245E+0	1.965512E+0	2.102749E+0	1.529179E+0	9.522343E-1	1.149211E+0	2.026698E+0	2.116251E+0	1.458993E+0	2.596469E+0	3.404851E+0	2.058905E+0	1.002007E+0	2.033156E+0	1.640298E+0	1.812821E+0	2.021669E+0	1.474608E+0	9.172715E-1	8.581716E-1	1.011635E+0	1.065752E+0	4.844863E-1	5.674204E-1	8.744285E-1	3.546401E-1	4.761521E-1	8.420058E-1	5.991891E-1	4.171612E-1	1.989038E+0
1.853745E+0	6.054958E-1	2.145262E+0	2.282007E+0	1.296471E+0	9.105550E-1	1.310757E+0	1.343931E+0	9.422242E-1	1.181592E+0	1.487145E+0	1.152799E+0	3.514650E-1	5.222217E-1	8.664309E-1	5.882928E-1	5.305416E-1	4.167736E-1	3.131713E-1	2.693637E-1	1.794006E+0	2.018945E+0	1.130510E+0	1.777488E+0	9.773469E-1	8.855507E-1	9.674524E-1	2.536595E-1	1.068720E+0	6.400881E-1	7.795222E-1	1.792837E+0	2.092179E+0	2.092218E+0	1.290537E+0	8.200121E-1	1.480346E+0	1.207822E+0	1.189326E+0	4.810209E-1	1.381054E+0	1.340768E+0	7.787711E-2	7.883663E-1	1.481958E+0	2.717487E+0	2.640708E+0	2.653323E+0	2.896126E+0	3.019401E+0	2.232656E+0	3.542451E-1	1.280565E+0	8.856596E-1	1.411871E-1	6.700713E-1	5.768122E-1	1.434613E+0	2.089954E+0	1.675073E+0	1.213768E+0	1.272168E+0	1.439663E+0	1.712530E+0	1.633863E+0	6.154570E-1	1.296842E-1	7.769627E-1	1.556750E+0	1.719884E+0	1.378795E+0	4.294252E-1	1.238297E+0	5.289601E-1	1.371180E+0	6.146004E-1	2.173257E+0	2.805333E+0	2.012493E+0	1.788091E+0	1.613016E+0	1.215839E+0	3.924618E-1	1.551516E+0	2.634800E+0	2.139985E+0	1.268901E+0	2.283963E+0	1.433446E+0	7.677674E-1	1.386619E+0	1.376297E+0	1.050760E+0	8.746538E-1	1.817828E+0	1.557646E+0	1.396951E+0	3.519773E-1	1.676609E+0	2.995857E+0	2.206042E+0	3.279227E-1
